id,variety
61534,Bordeaux-style Red Blend
61535,Pinot Noir
61536,Cabernet Sauvignon
61537,Riesling
61538,Red Blend
61539,Rosé
61540,Riesling
61541,Sauvignon Blanc
61542,Sauvignon Blanc
61543,Bordeaux-style Red Blend
61544,Sauvignon Blanc
61545,Syrah
61546,Chardonnay
61547,Cabernet Sauvignon
61548,Red Blend
61549,Sauvignon Blanc
61550,Pinot Noir
61551,Red Blend
61552,Pinot Noir
61553,Bordeaux-style Red Blend
61554,Syrah
61555,Riesling
61556,Bordeaux-style Red Blend
61557,Red Blend
61558,Riesling
61559,Pinot Noir
61560,Merlot
61561,Rosé
61562,Syrah
61563,Sauvignon Blanc
61564,Bordeaux-style Red Blend
61565,Riesling
61566,Chardonnay
61567,Chardonnay
61568,Chardonnay
61569,Merlot
61570,Riesling
61571,Syrah
61572,Merlot
61573,Cabernet Sauvignon
61574,Cabernet Sauvignon
61575,Chardonnay
61576,Bordeaux-style Red Blend
61577,Cabernet Sauvignon
61578,Syrah
61579,Syrah
61580,Rosé
61581,Sauvignon Blanc
61582,Riesling
61583,Sauvignon Blanc
61584,Cabernet Sauvignon
61585,Rosé
61586,Pinot Noir
61587,Sauvignon Blanc
61588,Rosé
61589,Rosé
61590,Rosé
61591,Rosé
61592,Rosé
61593,Pinot Noir
61594,Chardonnay
61595,Merlot
61596,Chardonnay
61597,Chardonnay
61598,Pinot Noir
61599,Rosé
61600,Rosé
61601,Riesling
61602,Syrah
61603,Sauvignon Blanc
61604,Bordeaux-style Red Blend
61605,Pinot Noir
61606,Rosé
61607,Sauvignon Blanc
61608,Red Blend
61609,Pinot Noir
61610,Riesling
61611,Bordeaux-style Red Blend
61612,Sauvignon Blanc
61613,Syrah
61614,Red Blend
61615,Merlot
61616,Red Blend
61617,Merlot
61618,Rosé
61619,Pinot Noir
61620,Red Blend
61621,Sauvignon Blanc
61622,Bordeaux-style Red Blend
61623,Riesling
61624,Cabernet Sauvignon
61625,Pinot Noir
61626,Cabernet Sauvignon
61627,Merlot
61628,Pinot Noir
61629,Red Blend
61630,Red Blend
61631,Bordeaux-style Red Blend
61632,Syrah
61633,Riesling
61634,Rosé
61635,Red Blend
61636,Rosé
61637,Bordeaux-style Red Blend
61638,Sauvignon Blanc
61639,Chardonnay
61640,Merlot
61641,Chardonnay
61642,Chardonnay
61643,Rosé
61644,Merlot
61645,Riesling
61646,Red Blend
61647,Pinot Noir
61648,Riesling
61649,Merlot
61650,Syrah
61651,Merlot
61652,Riesling
61653,Pinot Noir
61654,Riesling
61655,Riesling
61656,Rosé
61657,Sauvignon Blanc
61658,Riesling
61659,Pinot Noir
61660,Cabernet Sauvignon
61661,Bordeaux-style Red Blend
61662,Riesling
61663,Chardonnay
61664,Pinot Noir
61665,Pinot Noir
61666,Rosé
61667,Chardonnay
61668,Red Blend
61669,Riesling
61670,Syrah
61671,Riesling
61672,Rosé
61673,Rosé
61674,Rosé
61675,Syrah
61676,Cabernet Sauvignon
61677,Bordeaux-style Red Blend
61678,Bordeaux-style Red Blend
61679,Merlot
61680,Chardonnay
61681,Pinot Noir
61682,Chardonnay
61683,Sauvignon Blanc
61684,Riesling
61685,Chardonnay
61686,Syrah
61687,Sauvignon Blanc
61688,Riesling
61689,Merlot
61690,Pinot Noir
61691,Red Blend
61692,Chardonnay
61693,Bordeaux-style Red Blend
61694,Cabernet Sauvignon
61695,Sauvignon Blanc
61696,Pinot Noir
61697,Cabernet Sauvignon
61698,Pinot Noir
61699,Bordeaux-style Red Blend
61700,Chardonnay
61701,Red Blend
61702,Riesling
61703,Rosé
61704,Red Blend
61705,Bordeaux-style Red Blend
61706,Cabernet Sauvignon
61707,Rosé
61708,Sauvignon Blanc
61709,Sauvignon Blanc
61710,Merlot
61711,Rosé
61712,Pinot Noir
61713,Syrah
61714,Cabernet Sauvignon
61715,Bordeaux-style Red Blend
61716,Rosé
61717,Cabernet Sauvignon
61718,Cabernet Sauvignon
61719,Riesling
61720,Bordeaux-style Red Blend
61721,Riesling
61722,Chardonnay
61723,Bordeaux-style Red Blend
61724,Merlot
61725,Pinot Noir
61726,Riesling
61727,Cabernet Sauvignon
61728,Red Blend
61729,Riesling
61730,Merlot
61731,Sauvignon Blanc
61732,Pinot Noir
61733,Riesling
61734,Riesling
61735,Bordeaux-style Red Blend
61736,Merlot
61737,Riesling
61738,Rosé
61739,Riesling
61740,Syrah
61741,Chardonnay
61742,Chardonnay
61743,Bordeaux-style Red Blend
61744,Bordeaux-style Red Blend
61745,Chardonnay
61746,Pinot Noir
61747,Rosé
61748,Merlot
61749,Bordeaux-style Red Blend
61750,Merlot
61751,Syrah
61752,Pinot Noir
61753,Syrah
61754,Bordeaux-style Red Blend
61755,Chardonnay
61756,Red Blend
61757,Cabernet Sauvignon
61758,Chardonnay
61759,Syrah
61760,Sauvignon Blanc
61761,Pinot Noir
61762,Rosé
61763,Syrah
61764,Syrah
61765,Chardonnay
61766,Syrah
61767,Sauvignon Blanc
61768,Chardonnay
61769,Rosé
61770,Bordeaux-style Red Blend
61771,Chardonnay
61772,Pinot Noir
61773,Sauvignon Blanc
61774,Cabernet Sauvignon
61775,Rosé
61776,Sauvignon Blanc
61777,Cabernet Sauvignon
61778,Pinot Noir
61779,Sauvignon Blanc
61780,Riesling
61781,Riesling
61782,Sauvignon Blanc
61783,Rosé
61784,Merlot
61785,Merlot
61786,Rosé
61787,Pinot Noir
61788,Chardonnay
61789,Bordeaux-style Red Blend
61790,Sauvignon Blanc
61791,Sauvignon Blanc
61792,Rosé
61793,Pinot Noir
61794,Merlot
61795,Chardonnay
61796,Sauvignon Blanc
61797,Chardonnay
61798,Syrah
61799,Cabernet Sauvignon
61800,Chardonnay
61801,Rosé
61802,Sauvignon Blanc
61803,Sauvignon Blanc
61804,Riesling
61805,Riesling
61806,Riesling
61807,Cabernet Sauvignon
61808,Bordeaux-style Red Blend
61809,Sauvignon Blanc
61810,Syrah
61811,Pinot Noir
61812,Merlot
61813,Sauvignon Blanc
61814,Cabernet Sauvignon
61815,Pinot Noir
61816,Chardonnay
61817,Rosé
61818,Bordeaux-style Red Blend
61819,Rosé
61820,Riesling
61821,Red Blend
61822,Chardonnay
61823,Riesling
61824,Rosé
61825,Rosé
61826,Riesling
61827,Merlot
61828,Cabernet Sauvignon
61829,Riesling
61830,Sauvignon Blanc
61831,Rosé
61832,Sauvignon Blanc
61833,Bordeaux-style Red Blend
61834,Syrah
61835,Chardonnay
61836,Pinot Noir
61837,Red Blend
61838,Chardonnay
61839,Sauvignon Blanc
61840,Sauvignon Blanc
61841,Pinot Noir
61842,Rosé
61843,Red Blend
61844,Sauvignon Blanc
61845,Chardonnay
61846,Sauvignon Blanc
61847,Pinot Noir
61848,Chardonnay
61849,Riesling
61850,Merlot
61851,Merlot
61852,Pinot Noir
61853,Merlot
61854,Rosé
61855,Sauvignon Blanc
61856,Syrah
61857,Pinot Noir
61858,Red Blend
61859,Pinot Noir
61860,Cabernet Sauvignon
61861,Pinot Noir
61862,Bordeaux-style Red Blend
61863,Rosé
61864,Riesling
61865,Bordeaux-style Red Blend
61866,Riesling
61867,Cabernet Sauvignon
61868,Sauvignon Blanc
61869,Chardonnay
61870,Syrah
61871,Rosé
61872,Sauvignon Blanc
61873,Red Blend
61874,Chardonnay
61875,Rosé
61876,Syrah
61877,Syrah
61878,Syrah
61879,Merlot
61880,Riesling
61881,Red Blend
61882,Rosé
61883,Riesling
61884,Red Blend
61885,Merlot
61886,Syrah
61887,Chardonnay
61888,Red Blend
61889,Bordeaux-style Red Blend
61890,Riesling
61891,Bordeaux-style Red Blend
61892,Cabernet Sauvignon
61893,Merlot
61894,Bordeaux-style Red Blend
61895,Red Blend
61896,Pinot Noir
61897,Cabernet Sauvignon
61898,Rosé
61899,Merlot
61900,Riesling
61901,Riesling
61902,Pinot Noir
61903,Cabernet Sauvignon
61904,Syrah
61905,Pinot Noir
61906,Sauvignon Blanc
61907,Cabernet Sauvignon
61908,Syrah
61909,Rosé
61910,Bordeaux-style Red Blend
61911,Syrah
61912,Chardonnay
61913,Syrah
61914,Sauvignon Blanc
61915,Cabernet Sauvignon
61916,Chardonnay
61917,Rosé
61918,Sauvignon Blanc
61919,Cabernet Sauvignon
61920,Cabernet Sauvignon
61921,Red Blend
61922,Bordeaux-style Red Blend
61923,Chardonnay
61924,Chardonnay
61925,Pinot Noir
61926,Bordeaux-style Red Blend
61927,Cabernet Sauvignon
61928,Merlot
61929,Cabernet Sauvignon
61930,Bordeaux-style Red Blend
61931,Bordeaux-style Red Blend
61932,Chardonnay
61933,Rosé
61934,Red Blend
61935,Chardonnay
61936,Bordeaux-style Red Blend
61937,Chardonnay
61938,Red Blend
61939,Rosé
61940,Red Blend
61941,Red Blend
61942,Riesling
61943,Syrah
61944,Rosé
61945,Pinot Noir
61946,Merlot
61947,Merlot
61948,Red Blend
61949,Cabernet Sauvignon
61950,Riesling
61951,Red Blend
61952,Chardonnay
61953,Merlot
61954,Sauvignon Blanc
61955,Cabernet Sauvignon
61956,Bordeaux-style Red Blend
61957,Riesling
61958,Bordeaux-style Red Blend
61959,Syrah
61960,Merlot
61961,Bordeaux-style Red Blend
61962,Cabernet Sauvignon
61963,Merlot
61964,Sauvignon Blanc
61965,Sauvignon Blanc
61966,Chardonnay
61967,Bordeaux-style Red Blend
61968,Cabernet Sauvignon
61969,Bordeaux-style Red Blend
61970,Syrah
61971,Rosé
61972,Rosé
61973,Bordeaux-style Red Blend
61974,Cabernet Sauvignon
61975,Red Blend
61976,Merlot
61977,Red Blend
61978,Red Blend
61979,Sauvignon Blanc
61980,Chardonnay
61981,Cabernet Sauvignon
61982,Red Blend
61983,Rosé
61984,Pinot Noir
61985,Rosé
61986,Pinot Noir
61987,Rosé
61988,Cabernet Sauvignon
61989,Red Blend
61990,Merlot
61991,Cabernet Sauvignon
61992,Merlot
61993,Cabernet Sauvignon
61994,Sauvignon Blanc
61995,Chardonnay
61996,Syrah
61997,Rosé
61998,Merlot
61999,Bordeaux-style Red Blend
62000,Merlot
62001,Sauvignon Blanc
62002,Merlot
62003,Rosé
62004,Red Blend
62005,Syrah
62006,Chardonnay
62007,Pinot Noir
62008,Merlot
62009,Red Blend
62010,Merlot
62011,Rosé
62012,Red Blend
62013,Rosé
62014,Rosé
62015,Chardonnay
62016,Syrah
62017,Merlot
62018,Bordeaux-style Red Blend
62019,Rosé
62020,Bordeaux-style Red Blend
62021,Rosé
62022,Red Blend
62023,Pinot Noir
62024,Red Blend
62025,Syrah
62026,Rosé
62027,Merlot
62028,Pinot Noir
62029,Riesling
62030,Rosé
62031,Sauvignon Blanc
62032,Sauvignon Blanc
62033,Sauvignon Blanc
62034,Rosé
62035,Chardonnay
62036,Sauvignon Blanc
62037,Rosé
62038,Cabernet Sauvignon
62039,Riesling
62040,Rosé
62041,Red Blend
62042,Rosé
62043,Red Blend
62044,Bordeaux-style Red Blend
62045,Bordeaux-style Red Blend
62046,Red Blend
62047,Pinot Noir
62048,Red Blend
62049,Bordeaux-style Red Blend
62050,Rosé
62051,Merlot
62052,Cabernet Sauvignon
62053,Pinot Noir
62054,Red Blend
62055,Sauvignon Blanc
62056,Riesling
62057,Bordeaux-style Red Blend
62058,Syrah
62059,Rosé
62060,Rosé
62061,Riesling
62062,Sauvignon Blanc
62063,Bordeaux-style Red Blend
62064,Bordeaux-style Red Blend
62065,Red Blend
62066,Red Blend
62067,Sauvignon Blanc
62068,Bordeaux-style Red Blend
62069,Syrah
62070,Cabernet Sauvignon
62071,Cabernet Sauvignon
62072,Merlot
62073,Riesling
62074,Merlot
62075,Chardonnay
62076,Cabernet Sauvignon
62077,Syrah
62078,Sauvignon Blanc
62079,Rosé
62080,Syrah
62081,Merlot
62082,Riesling
62083,Syrah
62084,Pinot Noir
62085,Rosé
62086,Pinot Noir
62087,Merlot
62088,Chardonnay
62089,Merlot
62090,Bordeaux-style Red Blend
62091,Merlot
62092,Bordeaux-style Red Blend
62093,Red Blend
62094,Cabernet Sauvignon
62095,Pinot Noir
62096,Merlot
62097,Sauvignon Blanc
62098,Cabernet Sauvignon
62099,Syrah
62100,Red Blend
62101,Syrah
62102,Sauvignon Blanc
62103,Red Blend
62104,Sauvignon Blanc
62105,Cabernet Sauvignon
62106,Riesling
62107,Rosé
62108,Syrah
62109,Sauvignon Blanc
62110,Syrah
62111,Merlot
62112,Syrah
62113,Bordeaux-style Red Blend
62114,Merlot
62115,Rosé
62116,Syrah
62117,Cabernet Sauvignon
62118,Merlot
62119,Bordeaux-style Red Blend
62120,Merlot
62121,Red Blend
62122,Chardonnay
62123,Merlot
62124,Riesling
62125,Sauvignon Blanc
62126,Sauvignon Blanc
62127,Pinot Noir
62128,Riesling
62129,Cabernet Sauvignon
62130,Cabernet Sauvignon
62131,Pinot Noir
62132,Cabernet Sauvignon
62133,Sauvignon Blanc
62134,Syrah
62135,Syrah
62136,Riesling
62137,Pinot Noir
62138,Riesling
62139,Bordeaux-style Red Blend
62140,Cabernet Sauvignon
62141,Cabernet Sauvignon
62142,Red Blend
62143,Pinot Noir
62144,Riesling
62145,Syrah
62146,Red Blend
62147,Bordeaux-style Red Blend
62148,Merlot
62149,Red Blend
62150,Chardonnay
62151,Red Blend
62152,Red Blend
62153,Cabernet Sauvignon
62154,Chardonnay
62155,Riesling
62156,Bordeaux-style Red Blend
62157,Bordeaux-style Red Blend
62158,Syrah
62159,Pinot Noir
62160,Sauvignon Blanc
62161,Merlot
62162,Merlot
62163,Riesling
62164,Chardonnay
62165,Rosé
62166,Rosé
62167,Pinot Noir
62168,Red Blend
62169,Riesling
62170,Chardonnay
62171,Pinot Noir
62172,Merlot
62173,Sauvignon Blanc
62174,Pinot Noir
62175,Bordeaux-style Red Blend
62176,Riesling
62177,Chardonnay
62178,Red Blend
62179,Rosé
62180,Rosé
62181,Red Blend
62182,Pinot Noir
62183,Merlot
62184,Bordeaux-style Red Blend
62185,Bordeaux-style Red Blend
62186,Rosé
62187,Syrah
62188,Merlot
62189,Pinot Noir
62190,Riesling
62191,Sauvignon Blanc
62192,Riesling
62193,Cabernet Sauvignon
62194,Riesling
62195,Chardonnay
62196,Sauvignon Blanc
62197,Riesling
62198,Syrah
62199,Syrah
62200,Rosé
62201,Chardonnay
62202,Syrah
62203,Syrah
62204,Syrah
62205,Bordeaux-style Red Blend
62206,Chardonnay
62207,Cabernet Sauvignon
62208,Sauvignon Blanc
62209,Riesling
62210,Bordeaux-style Red Blend
62211,Pinot Noir
62212,Cabernet Sauvignon
62213,Red Blend
62214,Merlot
62215,Riesling
62216,Red Blend
62217,Sauvignon Blanc
62218,Cabernet Sauvignon
62219,Chardonnay
62220,Riesling
62221,Chardonnay
62222,Rosé
62223,Syrah
62224,Bordeaux-style Red Blend
62225,Red Blend
62226,Syrah
62227,Merlot
62228,Cabernet Sauvignon
62229,Merlot
62230,Merlot
62231,Red Blend
62232,Riesling
62233,Merlot
62234,Riesling
62235,Chardonnay
62236,Pinot Noir
62237,Red Blend
62238,Bordeaux-style Red Blend
62239,Riesling
62240,Merlot
62241,Riesling
62242,Cabernet Sauvignon
62243,Chardonnay
62244,Sauvignon Blanc
62245,Red Blend
62246,Red Blend
62247,Chardonnay
62248,Cabernet Sauvignon
62249,Sauvignon Blanc
62250,Rosé
62251,Riesling
62252,Syrah
62253,Merlot
62254,Syrah
62255,Chardonnay
62256,Sauvignon Blanc
62257,Sauvignon Blanc
62258,Rosé
62259,Riesling
62260,Sauvignon Blanc
62261,Chardonnay
62262,Riesling
62263,Merlot
62264,Cabernet Sauvignon
62265,Cabernet Sauvignon
62266,Riesling
62267,Sauvignon Blanc
62268,Syrah
62269,Red Blend
62270,Riesling
62271,Rosé
62272,Pinot Noir
62273,Merlot
62274,Merlot
62275,Riesling
62276,Chardonnay
62277,Red Blend
62278,Red Blend
62279,Bordeaux-style Red Blend
62280,Sauvignon Blanc
62281,Red Blend
62282,Sauvignon Blanc
62283,Bordeaux-style Red Blend
62284,Rosé
62285,Merlot
62286,Sauvignon Blanc
62287,Rosé
62288,Merlot
62289,Chardonnay
62290,Chardonnay
62291,Chardonnay
62292,Pinot Noir
62293,Merlot
62294,Red Blend
62295,Chardonnay
62296,Rosé
62297,Sauvignon Blanc
62298,Cabernet Sauvignon
62299,Cabernet Sauvignon
62300,Bordeaux-style Red Blend
62301,Merlot
62302,Red Blend
62303,Syrah
62304,Bordeaux-style Red Blend
62305,Cabernet Sauvignon
62306,Red Blend
62307,Rosé
62308,Rosé
62309,Bordeaux-style Red Blend
62310,Chardonnay
62311,Bordeaux-style Red Blend
62312,Pinot Noir
62313,Rosé
62314,Bordeaux-style Red Blend
62315,Bordeaux-style Red Blend
62316,Bordeaux-style Red Blend
62317,Bordeaux-style Red Blend
62318,Cabernet Sauvignon
62319,Bordeaux-style Red Blend
62320,Bordeaux-style Red Blend
62321,Merlot
62322,Pinot Noir
62323,Rosé
62324,Merlot
62325,Pinot Noir
62326,Syrah
62327,Riesling
62328,Red Blend
62329,Sauvignon Blanc
62330,Rosé
62331,Sauvignon Blanc
62332,Bordeaux-style Red Blend
62333,Merlot
62334,Sauvignon Blanc
62335,Cabernet Sauvignon
62336,Riesling
62337,Cabernet Sauvignon
62338,Cabernet Sauvignon
62339,Red Blend
62340,Pinot Noir
62341,Red Blend
62342,Chardonnay
62343,Rosé
62344,Sauvignon Blanc
62345,Pinot Noir
62346,Bordeaux-style Red Blend
62347,Chardonnay
62348,Pinot Noir
62349,Red Blend
62350,Merlot
62351,Pinot Noir
62352,Riesling
62353,Syrah
62354,Pinot Noir
62355,Bordeaux-style Red Blend
62356,Sauvignon Blanc
62357,Rosé
62358,Syrah
62359,Red Blend
62360,Syrah
62361,Merlot
62362,Red Blend
62363,Rosé
62364,Pinot Noir
62365,Bordeaux-style Red Blend
62366,Riesling
62367,Cabernet Sauvignon
62368,Pinot Noir
62369,Sauvignon Blanc
62370,Merlot
62371,Red Blend
62372,Red Blend
62373,Red Blend
62374,Cabernet Sauvignon
62375,Riesling
62376,Chardonnay
62377,Sauvignon Blanc
62378,Syrah
62379,Sauvignon Blanc
62380,Merlot
62381,Cabernet Sauvignon
62382,Bordeaux-style Red Blend
62383,Chardonnay
62384,Merlot
62385,Riesling
62386,Red Blend
62387,Sauvignon Blanc
62388,Syrah
62389,Bordeaux-style Red Blend
62390,Sauvignon Blanc
62391,Riesling
62392,Riesling
62393,Rosé
62394,Bordeaux-style Red Blend
62395,Syrah
62396,Chardonnay
62397,Riesling
62398,Rosé
62399,Riesling
62400,Syrah
62401,Syrah
62402,Sauvignon Blanc
62403,Bordeaux-style Red Blend
62404,Merlot
62405,Syrah
62406,Sauvignon Blanc
62407,Rosé
62408,Syrah
62409,Rosé
62410,Cabernet Sauvignon
62411,Pinot Noir
62412,Sauvignon Blanc
62413,Red Blend
62414,Cabernet Sauvignon
62415,Syrah
62416,Riesling
62417,Cabernet Sauvignon
62418,Syrah
62419,Merlot
62420,Bordeaux-style Red Blend
62421,Rosé
62422,Syrah
62423,Cabernet Sauvignon
62424,Chardonnay
62425,Riesling
62426,Riesling
62427,Merlot
62428,Merlot
62429,Riesling
62430,Bordeaux-style Red Blend
62431,Merlot
62432,Red Blend
62433,Syrah
62434,Pinot Noir
62435,Pinot Noir
62436,Syrah
62437,Sauvignon Blanc
62438,Bordeaux-style Red Blend
62439,Pinot Noir
62440,Syrah
62441,Syrah
62442,Riesling
62443,Riesling
62444,Syrah
62445,Bordeaux-style Red Blend
62446,Syrah
62447,Syrah
62448,Bordeaux-style Red Blend
62449,Chardonnay
62450,Red Blend
62451,Riesling
62452,Syrah
62453,Syrah
62454,Bordeaux-style Red Blend
62455,Pinot Noir
62456,Merlot
62457,Sauvignon Blanc
62458,Chardonnay
62459,Sauvignon Blanc
62460,Red Blend
62461,Riesling
62462,Riesling
62463,Sauvignon Blanc
62464,Syrah
62465,Syrah
62466,Riesling
62467,Syrah
62468,Red Blend
62469,Red Blend
62470,Rosé
62471,Bordeaux-style Red Blend
62472,Pinot Noir
62473,Riesling
62474,Red Blend
62475,Pinot Noir
62476,Rosé
62477,Bordeaux-style Red Blend
62478,Cabernet Sauvignon
62479,Riesling
62480,Pinot Noir
62481,Riesling
62482,Bordeaux-style Red Blend
62483,Pinot Noir
62484,Bordeaux-style Red Blend
62485,Rosé
62486,Red Blend
62487,Merlot
62488,Red Blend
62489,Rosé
62490,Cabernet Sauvignon
62491,Merlot
62492,Chardonnay
62493,Sauvignon Blanc
62494,Syrah
62495,Riesling
62496,Riesling
62497,Bordeaux-style Red Blend
62498,Riesling
62499,Rosé
62500,Pinot Noir
62501,Cabernet Sauvignon
62502,Chardonnay
62503,Riesling
62504,Cabernet Sauvignon
62505,Riesling
62506,Sauvignon Blanc
62507,Cabernet Sauvignon
62508,Syrah
62509,Pinot Noir
62510,Merlot
62511,Red Blend
62512,Sauvignon Blanc
62513,Red Blend
62514,Pinot Noir
62515,Sauvignon Blanc
62516,Cabernet Sauvignon
62517,Riesling
62518,Syrah
62519,Rosé
62520,Riesling
62521,Pinot Noir
62522,Sauvignon Blanc
62523,Bordeaux-style Red Blend
62524,Sauvignon Blanc
62525,Rosé
62526,Sauvignon Blanc
62527,Merlot
62528,Syrah
62529,Riesling
62530,Bordeaux-style Red Blend
62531,Bordeaux-style Red Blend
62532,Bordeaux-style Red Blend
62533,Merlot
62534,Pinot Noir
62535,Red Blend
62536,Merlot
62537,Cabernet Sauvignon
62538,Pinot Noir
62539,Syrah
62540,Red Blend
62541,Pinot Noir
62542,Bordeaux-style Red Blend
62543,Rosé
62544,Pinot Noir
62545,Rosé
62546,Red Blend
62547,Pinot Noir
62548,Red Blend
62549,Pinot Noir
62550,Merlot
62551,Bordeaux-style Red Blend
62552,Pinot Noir
62553,Merlot
62554,Riesling
62555,Merlot
62556,Cabernet Sauvignon
62557,Pinot Noir
62558,Bordeaux-style Red Blend
62559,Rosé
62560,Sauvignon Blanc
62561,Sauvignon Blanc
62562,Red Blend
62563,Sauvignon Blanc
62564,Riesling
62565,Pinot Noir
62566,Sauvignon Blanc
62567,Cabernet Sauvignon
62568,Cabernet Sauvignon
62569,Sauvignon Blanc
62570,Chardonnay
62571,Bordeaux-style Red Blend
62572,Sauvignon Blanc
62573,Riesling
62574,Riesling
62575,Merlot
62576,Chardonnay
62577,Red Blend
62578,Bordeaux-style Red Blend
62579,Red Blend
62580,Riesling
62581,Bordeaux-style Red Blend
62582,Riesling
62583,Rosé
62584,Chardonnay
62585,Rosé
62586,Chardonnay
62587,Cabernet Sauvignon
62588,Riesling
62589,Chardonnay
62590,Cabernet Sauvignon
62591,Pinot Noir
62592,Chardonnay
62593,Merlot
62594,Pinot Noir
62595,Merlot
62596,Sauvignon Blanc
62597,Sauvignon Blanc
62598,Syrah
62599,Cabernet Sauvignon
62600,Pinot Noir
62601,Rosé
62602,Sauvignon Blanc
62603,Syrah
62604,Cabernet Sauvignon
62605,Sauvignon Blanc
62606,Rosé
62607,Chardonnay
62608,Syrah
62609,Pinot Noir
62610,Chardonnay
62611,Red Blend
62612,Sauvignon Blanc
62613,Rosé
62614,Cabernet Sauvignon
62615,Sauvignon Blanc
62616,Bordeaux-style Red Blend
62617,Sauvignon Blanc
62618,Pinot Noir
62619,Pinot Noir
62620,Red Blend
62621,Red Blend
62622,Sauvignon Blanc
62623,Red Blend
62624,Red Blend
62625,Sauvignon Blanc
62626,Syrah
62627,Rosé
62628,Sauvignon Blanc
62629,Chardonnay
62630,Red Blend
62631,Riesling
62632,Cabernet Sauvignon
62633,Pinot Noir
62634,Cabernet Sauvignon
62635,Syrah
62636,Pinot Noir
62637,Bordeaux-style Red Blend
62638,Chardonnay
62639,Pinot Noir
62640,Red Blend
62641,Bordeaux-style Red Blend
62642,Red Blend
62643,Cabernet Sauvignon
62644,Chardonnay
62645,Syrah
62646,Cabernet Sauvignon
62647,Sauvignon Blanc
62648,Pinot Noir
62649,Sauvignon Blanc
62650,Sauvignon Blanc
62651,Chardonnay
62652,Syrah
62653,Chardonnay
62654,Sauvignon Blanc
62655,Pinot Noir
62656,Riesling
62657,Sauvignon Blanc
62658,Red Blend
62659,Red Blend
62660,Red Blend
62661,Bordeaux-style Red Blend
62662,Rosé
62663,Syrah
62664,Merlot
62665,Cabernet Sauvignon
62666,Merlot
62667,Syrah
62668,Syrah
62669,Syrah
62670,Chardonnay
62671,Chardonnay
62672,Rosé
62673,Pinot Noir
62674,Syrah
62675,Rosé
62676,Rosé
62677,Pinot Noir
62678,Merlot
62679,Chardonnay
62680,Red Blend
62681,Bordeaux-style Red Blend
62682,Red Blend
62683,Syrah
62684,Riesling
62685,Syrah
62686,Sauvignon Blanc
62687,Syrah
62688,Bordeaux-style Red Blend
62689,Cabernet Sauvignon
62690,Syrah
62691,Pinot Noir
62692,Red Blend
62693,Pinot Noir
62694,Red Blend
62695,Rosé
62696,Syrah
62697,Pinot Noir
62698,Chardonnay
62699,Rosé
62700,Riesling
62701,Rosé
62702,Cabernet Sauvignon
62703,Chardonnay
62704,Syrah
62705,Riesling
62706,Sauvignon Blanc
62707,Sauvignon Blanc
62708,Syrah
62709,Riesling
62710,Syrah
62711,Rosé
62712,Merlot
62713,Rosé
62714,Merlot
62715,Pinot Noir
62716,Bordeaux-style Red Blend
62717,Pinot Noir
62718,Bordeaux-style Red Blend
62719,Riesling
62720,Chardonnay
62721,Bordeaux-style Red Blend
62722,Rosé
62723,Merlot
62724,Chardonnay
62725,Pinot Noir
62726,Chardonnay
62727,Chardonnay
62728,Red Blend
62729,Riesling
62730,Merlot
62731,Rosé
62732,Cabernet Sauvignon
62733,Syrah
62734,Riesling
62735,Cabernet Sauvignon
62736,Cabernet Sauvignon
62737,Sauvignon Blanc
